Age,Gender,Education,Job Title,Experience (Years),Monthly Salary (INR)
37,Male,Bachelor,HR Manager,10,41296
55,Male,Bachelor,Project Manager,2,51017
43,Female,Master,Data Scientist,6,48960
39,Female,Master,Data Scientist,14,60004
37,Female,Master,Sales Executive,5,26889
42,Female,Bachelor,Data Scientist,3,42335
33,Male,Bachelor,Network Engineer,11,35240
24,Male,Bachelor,Operations Manager,2,41647
47,Male,Bachelor,Graphic Designer,2,21298
23,Male,Master,Marketing Manager,0,30000
32,Male,Master,Accountant,11,37217
34,Other,Bachelor,Sales Executive,7,26294
23,Female,Diploma,HR Manager,0,35000
34,Male,Bachelor,Electrical Engineer,5,30595
48,Female,Bachelor,Electrical Engineer,16,35455
45,Female,Bachelor,Legal Advisor,2,31454
26,Female,Master,Content Writer,4,21119
60,Female,Bachelor,Network Engineer,34,56405
31,Male,Master,Legal Advisor,0,30000
29,Female,Diploma,UI/UX Designer,0,25000
48,Female,Master,Marketing Manager,7,39036
35,Female,Master,Teacher,9,32824
33,Female,Bachelor,Accountant,2,26710
51,Female,Bachelor,Electrical Engineer,31,50889
50,Male,Bachelor,Civil Engineer,23,44723
42,Male,Bachelor,Software Engineer,5,32787
59,Female,Diploma,Data Scientist,17,57485
26,Male,PhD,Teacher,3,24333
42,Other,Bachelor,Operations Manager,5,46308
34,Male,Bachelor,Mechanical Engineer,6,31429
32,Female,Bachelor,Accountant,3,29173
59,Female,Bachelor,IT Support Specialist,17,45044
60,Male,Bachelor,Software Engineer,38,52577
23,Other,Bachelor,Project Manager,1,50862
32,Female,Bachelor,Graphic Designer,4,23494
59,Male,Bachelor,Content Writer,4,21895
27,Female,Bachelor,Business Analyst,1,30560
21,Male,PhD,Customer Support,0,15000
25,Male,Master,Electrical Engineer,4,30619
54,Female,PhD,System Administrator,16,34353
21,Female,Bachelor,Accountant,0,25000
26,Other,Bachelor,Operations Manager,5,47212
36,Female,Master,Software Engineer,16,38252
50,Female,Bachelor,Product Manager,15,65247
51,Female,Bachelor,Legal Advisor,24,50672
52,Male,Master,Marketing Manager,32,58889
53,Male,Master,UI/UX Designer,24,49825
43,Male,Master,Civil Engineer,4,30516
60,Female,Diploma,Accountant,2,27538
45,Female,Master,Sales Executive,5,26902
46,Male,Bachelor,Mechanical Engineer,1,25729
46,Female,PhD,Legal Advisor,0,30000
30,Female,Bachelor,UI/UX Designer,0,25000
46,Female,Diploma,Graphic Designer,19,29708
50,Male,Master,Electrical Engineer,17,43360
38,Male,Master,Graphic Designer,3,23757
46,Female,Bachelor,Marketing Manager,9,41589
22,Female,Master,Legal Advisor,0,30000
54,Other,Bachelor,Accountant,32,68052
27,Male,High School,Civil Engineer,5,29095
40,Female,Bachelor,Marketing Manager,17,49814
44,Male,Bachelor,Project Manager,18,71163
33,Female,Master,Data Scientist,7,47872
45,Female,PhD,System Administrator,7,29047
40,Female,Master,Accountant,2,26072
32,Other,Bachelor,Sales Executive,0,20000
47,Female,Bachelor,Civil Engineer,5,32189
45,Male,Master,Operations Manager,12,47255
35,Female,Bachelor,Legal Advisor,6,36410
44,Female,Bachelor,Research Analyst,16,47504
24,Female,Diploma,Teacher,1,20954
56,Male,Diploma,Marketing Manager,31,47740
27,Female,Bachelor,Graphic Designer,1,20796
22,Female,Master,Financial Analyst,1,31249
37,Female,Master,IT Support Specialist,6,27957
56,Female,Diploma,Marketing Manager,11,36534
21,Male,Master,Mechanical Engineer,1,26479
42,Female,Master,Software Engineer,10,35812
23,Male,Bachelor,UI/UX Designer,3,28438
29,Female,Master,Network Engineer,6,31314
48,Male,Bachelor,Network Engineer,8,33102
22,Male,Diploma,Marketing Manager,2,32346
22,Male,Master,HR Manager,2,36216
37,Female,Bachelor,Accountant,2,27272
46,Male,PhD,Project Manager,12,58980
39,Male,Master,Network Engineer,3,27866
33,Male,Bachelor,Financial Analyst,9,40792
22,Female,Bachelor,Legal Advisor,2,31790
34,Male,Bachelor,Accountant,7,34803
53,Male,PhD,Teacher,33,40382
40,Male,Bachelor,Product Manager,7,54817
55,Female,Bachelor,Software Engineer,31,66445
57,Female,Master,UI/UX Designer,20,53578
33,Male,Master,Project Manager,10,55866
22,Female,Bachelor,Sales Executive,0,20000
43,Female,Bachelor,Civil Engineer,1,26308
44,Male,Bachelor,Data Scientist,9,48824
27,Male,Bachelor,Customer Support,6,18969
39,Male,Bachelor,Project Manager,9,57452
29,Female,Bachelor,Graphic Designer,0,20000
38,Female,Bachelor,Teacher,3,24251
43,Female,Master,Research Analyst,14,32191
42,Female,High School,IT Support Specialist,22,41263
44,Female,Diploma,Marketing Manager,23,44165
46,Male,Bachelor,Civil Engineer,9,36368
21,Male,Bachelor,Business Analyst,0,30000
45,Male,PhD,Marketing Manager,11,36464
37,Female,Bachelor,Product Manager,12,60683
59,Male,Bachelor,Electrical Engineer,24,57572
41,Male,Bachelor,Customer Support,0,15000
26,Female,Bachelor,Marketing Manager,6,36756
57,Female,Bachelor,System Administrator,15,33877
39,Male,Bachelor,Financial Analyst,16,41714
51,Male,Bachelor,IT Support Specialist,30,55897
53,Male,Bachelor,HR Manager,12,46795
41,Female,Bachelor,IT Support Specialist,10,27729
25,Male,Master,Mechanical Engineer,2,27847
48,Male,Bachelor,Mechanical Engineer,26,49605
44,Male,Master,Legal Advisor,14,49256
40,Male,High School,Research Analyst,0,25000
31,Male,Master,Software Engineer,10,42946
24,Other,Master,IT Support Specialist,3,23670
26,Male,Master,Accountant,2,27757
45,Male,Bachelor,Marketing Manager,15,48749
50,Female,Master,IT Support Specialist,22,48329
37,Female,PhD,Accountant,12,35973
25,Male,Bachelor,Data Scientist,5,45157
44,Female,Bachelor,Teacher,1,21371
43,Female,Bachelor,Civil Engineer,18,46345
32,Female,Bachelor,Network Engineer,0,25000
31,Female,Bachelor,Electrical Engineer,2,27397
41,Female,Master,UI/UX Designer,4,30689
33,Male,Bachelor,Business Analyst,0,30000
42,Other,Bachelor,Business Analyst,2,32226
32,Male,Master,Network Engineer,7,31315
31,Other,Bachelor,Mechanical Engineer,0,25000
36,Male,Bachelor,Marketing Manager,2,32367
38,Male,Bachelor,UI/UX Designer,3,26611
23,Male,Master,Data Scientist,3,42249
28,Male,Bachelor,Sales Executive,3,21806
51,Male,Bachelor,Network Engineer,14,39978
46,Male,Master,Sales Executive,2,22408
53,Female,Master,Project Manager,26,65096
24,Female,Master,Financial Analyst,3,32559
45,Male,Bachelor,Mechanical Engineer,9,34754
37,Female,Master,UI/UX Designer,3,28153
52,Female,PhD,Data Scientist,16,63693
53,Female,PhD,HR Manager,0,35000
25,Female,Bachelor,Operations Manager,0,40000
60,Male,Bachelor,Data Scientist,35,70995
24,Male,Master,Marketing Manager,2,31340
21,Female,Bachelor,IT Support Specialist,0,20000
53,Female,Bachelor,Civil Engineer,4,27316
29,Male,Diploma,Teacher,3,23065
47,Female,Master,HR Manager,3,38186
51,Male,Master,Civil Engineer,12,41677
45,Male,Bachelor,HR Manager,7,39143
26,Female,Bachelor,Legal Advisor,6,33179
26,Male,Diploma,Civil Engineer,6,30530
47,Male,Bachelor,Electrical Engineer,14,35924
57,Male,Bachelor,Operations Manager,21,52537
56,Male,Master,Network Engineer,10,39039
22,Male,Bachelor,Graphic Designer,1,20607
28,Other,Master,IT Support Specialist,3,23489
55,Male,Bachelor,System Administrator,23,45224
37,Male,Bachelor,Financial Analyst,4,35525
45,Other,Master,Business Analyst,3,32316
40,Male,High School,Research Analyst,11,36571
43,Female,Master,System Administrator,10,39538
53,Female,Bachelor,Marketing Manager,18,42544
41,Male,Bachelor,HR Manager,5,40949
32,Male,Bachelor,Civil Engineer,4,28910
36,Male,Bachelor,Electrical Engineer,10,32242
36,Other,PhD,Software Engineer,15,51314
51,Male,Bachelor,Software Engineer,24,47804
50,Female,Master,Research Analyst,14,40643
49,Male,PhD,Mechanical Engineer,0,25000
58,Male,Bachelor,Teacher,19,40576
42,Other,Master,Software Engineer,21,54679
46,Female,Bachelor,UI/UX Designer,0,25000
57,Male,Master,Content Writer,25,42000
44,Female,High School,Project Manager,18,75026
29,Female,Bachelor,Mechanical Engineer,4,28151
42,Female,Bachelor,Sales Executive,16,32148
57,Male,High School,HR Manager,17,54803
30,Female,Master,Financial Analyst,1,30696
22,Male,Master,Content Writer,2,20411
37,Female,Master,Teacher,10,28211
54,Female,Bachelor,IT Support Specialist,24,40764
27,Male,Master,Content Writer,7,26542
55,Female,Bachelor,Accountant,31,47340
41,Male,PhD,Content Writer,13,29472
59,Female,Bachelor,Product Manager,13,62138
43,Male,Bachelor,Network Engineer,10,32902
24,Male,Bachelor,Marketing Manager,2,32744
21,Male,Master,Sales Executive,1,21014
28,Female,Bachelor,UI/UX Designer,7,34775
45,Female,Diploma,IT Support Specialist,5,26222
24,Female,Master,System Administrator,1,25856
50,Male,High School,Software Engineer,15,38415
25,Female,Bachelor,Financial Analyst,4,35997
30,Male,Master,Business Analyst,8,34778
40,Other,Bachelor,Business Analyst,10,40767
27,Male,Master,Accountant,6,28207
27,Male,Master,Electrical Engineer,4,28487
39,Male,PhD,Sales Executive,1,20708
53,Male,Bachelor,UI/UX Designer,25,50798
51,Male,Bachelor,Graphic Designer,15,39564
54,Female,Bachelor,Electrical Engineer,26,46027
25,Male,Master,IT Support Specialist,5,25481
44,Female,Bachelor,Sales Executive,2,22403
53,Female,Master,Product Manager,0,50000
48,Female,Bachelor,Project Manager,16,62320
39,Male,Bachelor,Mechanical Engineer,12,31226
50,Male,Bachelor,Sales Executive,30,44644
55,Female,PhD,Teacher,21,34148
58,Other,Bachelor,Mechanical Engineer,15,33981
58,Female,Bachelor,Sales Executive,28,41407
54,Female,Bachelor,Data Scientist,0,40000
22,Female,Bachelor,Sales Executive,0,20000
24,Male,Diploma,Civil Engineer,0,25000
45,Male,Master,Project Manager,22,62790
51,Female,High School,Network Engineer,10,33465
36,Male,Master,Product Manager,15,69657
38,Female,Bachelor,Research Analyst,1,25896
29,Female,Master,Financial Analyst,9,42623
27,Female,PhD,Project Manager,2,51359
46,Female,Master,Teacher,17,36433
29,Male,PhD,Sales Executive,1,20637
29,Female,Master,Customer Support,4,19657
40,Female,Bachelor,System Administrator,3,28795
44,Male,Bachelor,Product Manager,15,71507
34,Female,PhD,Research Analyst,0,25000
38,Female,Bachelor,Accountant,13,35198
56,Female,Master,Legal Advisor,13,47063
51,Female,PhD,Accountant,4,29786
40,Female,Bachelor,Research Analyst,9,32678
21,Male,Bachelor,Software Engineer,0,30000
50,Female,Bachelor,Project Manager,11,61621
54,Male,Bachelor,Marketing Manager,30,53675
59,Female,High School,IT Support Specialist,19,40673
24,Other,Bachelor,Operations Manager,0,40000
36,Male,PhD,Business Analyst,6,37954
22,Male,Master,Network Engineer,1,26369
58,Male,Bachelor,UI/UX Designer,30,62068
25,Other,Master,System Administrator,3,27738
27,Male,Diploma,Product Manager,0,50000
29,Male,Bachelor,Research Analyst,6,32524
45,Female,Diploma,Accountant,9,32913
36,Female,Master,Operations Manager,3,44446
25,Male,Master,Operations Manager,0,40000
40,Male,Bachelor,Software Engineer,3,33929
37,Male,Bachelor,Network Engineer,11,32395
34,Female,Bachelor,IT Support Specialist,9,25066
29,Female,Bachelor,Mechanical Engineer,4,27091
48,Male,Bachelor,Research Analyst,22,52697
46,Other,Bachelor,Teacher,8,28162
28,Female,Master,Legal Advisor,5,32872
53,Female,Master,Civil Engineer,14,45110
27,Female,Bachelor,Software Engineer,2,31797
28,Male,Bachelor,Business Analyst,1,31370
21,Female,Bachelor,HR Manager,0,35000
29,Female,Bachelor,Financial Analyst,0,30000
30,Female,PhD,Product Manager,1,50716
45,Male,High School,UI/UX Designer,8,35570
35,Female,Master,Sales Executive,14,32070
25,Female,Master,Product Manager,5,53574
30,Male,Bachelor,Marketing Manager,0,30000
55,Male,Bachelor,IT Support Specialist,14,37963
58,Male,Bachelor,UI/UX Designer,3,28556
60,Female,Bachelor,HR Manager,4,38889
33,Other,Bachelor,IT Support Specialist,8,29381
43,Male,High School,Teacher,20,36756
26,Male,Bachelor,Electrical Engineer,2,26270
46,Female,Master,Marketing Manager,17,42125
34,Female,Bachelor,Teacher,12,37163
45,Female,Diploma,IT Support Specialist,25,41272
29,Female,Bachelor,Marketing Manager,9,37413
56,Male,High School,Accountant,17,49568
24,Other,Bachelor,UI/UX Designer,1,26205
55,Male,Bachelor,Product Manager,19,61783
50,Male,Bachelor,Business Analyst,16,39024
56,Female,Bachelor,Graphic Designer,3,21875
24,Male,Master,Civil Engineer,2,27144
27,Female,Bachelor,Software Engineer,3,33732
46,Male,Master,Network Engineer,21,36467
49,Male,Bachelor,Mechanical Engineer,27,42064
48,Female,Bachelor,Business Analyst,18,50781
58,Male,Bachelor,IT Support Specialist,20,45668
30,Female,Master,Civil Engineer,0,25000
45,Male,Bachelor,Graphic Designer,13,34869
42,Female,Bachelor,Civil Engineer,19,45181
29,Female,High School,Accountant,9,33635
54,Male,Diploma,Financial Analyst,34,54430
40,Male,Master,Operations Manager,16,62532
57,Male,Bachelor,Accountant,35,56667
44,Female,Bachelor,Financial Analyst,23,57185
31,Male,Master,IT Support Specialist,7,28332
28,Male,Bachelor,Customer Support,7,24424
37,Male,Bachelor,Marketing Manager,12,43972
35,Male,Bachelor,Legal Advisor,2,32041
37,Male,Diploma,Marketing Manager,6,35887
43,Male,Bachelor,IT Support Specialist,16,43373
55,Male,Master,Operations Manager,14,51340
60,Male,Bachelor,Customer Support,15,23782
50,Male,Bachelor,UI/UX Designer,21,42402
58,Male,Master,Research Analyst,3,28689
38,Female,Bachelor,Graphic Designer,3,24055
24,Male,Bachelor,Electrical Engineer,2,27883
45,Female,Master,Software Engineer,20,59272
22,Male,Master,Financial Analyst,1,30629
35,Male,Master,Legal Advisor,0,30000
58,Female,Master,Operations Manager,37,93046
55,Male,Master,Teacher,24,36882
37,Male,PhD,Product Manager,6,58028
59,Male,Master,Product Manager,22,75153
57,Female,Bachelor,Mechanical Engineer,10,33648
28,Female,Bachelor,Financial Analyst,3,33585
31,Female,Bachelor,Software Engineer,9,35221
51,Female,Master,Project Manager,13,62486
28,Female,Diploma,Sales Executive,4,23490
58,Female,Master,Product Manager,17,65363
52,Female,Master,Data Scientist,15,52680
43,Female,Bachelor,Operations Manager,8,44000
42,Male,Master,Operations Manager,10,48522
47,Male,Bachelor,Financial Analyst,8,35063
39,Female,Bachelor,UI/UX Designer,0,25000
38,Other,Master,Software Engineer,11,37182
25,Female,Bachelor,Business Analyst,5,35701
50,Female,Master,Marketing Manager,22,48218
27,Female,Master,Product Manager,0,50000
59,Male,Bachelor,HR Manager,12,42459
33,Female,Bachelor,Teacher,2,22281
33,Female,Diploma,IT Support Specialist,0,20000
35,Male,High School,System Administrator,6,32380
23,Female,Bachelor,Research Analyst,2,26524
40,Female,Bachelor,HR Manager,2,37877
29,Female,Bachelor,Teacher,7,24837
22,Other,Bachelor,Sales Executive,1,20955
49,Female,Bachelor,UI/UX Designer,0,25000
60,Female,Bachelor,Operations Manager,9,49301
34,Male,Master,Mechanical Engineer,6,28620
31,Female,Bachelor,Customer Support,4,19844
32,Male,Bachelor,Civil Engineer,10,32873
30,Female,Master,Network Engineer,1,25513
55,Male,High School,Product Manager,1,50750
43,Female,Master,Graphic Designer,22,51865
52,Male,PhD,Product Manager,16,64731
38,Male,Master,Business Analyst,18,47838
53,Male,High School,Content Writer,28,52514
48,Female,Master,Content Writer,9,24764
24,Male,Bachelor,Product Manager,2,52133
41,Female,High School,Data Scientist,7,49830
39,Female,Bachelor,Financial Analyst,19,49069
53,Male,Bachelor,IT Support Specialist,13,29681
37,Male,Master,UI/UX Designer,4,28271
52,Male,Bachelor,Graphic Designer,32,36352
31,Male,Master,UI/UX Designer,11,38283
33,Male,Master,Legal Advisor,5,34684
31,Female,Bachelor,Graphic Designer,2,21976
31,Female,Master,Marketing Manager,4,34153
59,Male,Master,Software Engineer,39,78687
49,Male,PhD,Civil Engineer,2,27679
39,Female,Bachelor,Network Engineer,16,40617
21,Male,Bachelor,Civil Engineer,1,26215
56,Female,Bachelor,Graphic Designer,29,62483
25,Female,Master,Software Engineer,4,34009
51,Female,Bachelor,Marketing Manager,2,32522
44,Male,Master,Legal Advisor,6,38594
52,Female,Master,Teacher,31,36311
42,Male,Master,Legal Advisor,2,31037
33,Male,Master,Financial Analyst,4,33160
24,Female,Master,Research Analyst,4,29608
50,Male,Bachelor,Network Engineer,20,43049
48,Male,Bachelor,Research Analyst,4,29840
57,Female,Bachelor,Software Engineer,34,48452
21,Female,Bachelor,Accountant,0,25000
32,Female,Master,Electrical Engineer,10,38924
59,Female,Diploma,Accountant,0,25000
53,Male,Master,Operations Manager,9,50978
50,Male,Bachelor,System Administrator,20,36070
59,Male,PhD,Civil Engineer,19,47953
23,Female,Master,Accountant,3,28880
26,Female,Master,Network Engineer,5,29729
36,Female,Master,IT Support Specialist,4,24503
33,Male,Master,System Administrator,0,25000
25,Female,Diploma,Research Analyst,3,28742
44,Male,Bachelor,Network Engineer,12,34442
25,Male,PhD,Data Scientist,5,43452
33,Male,Bachelor,Sales Executive,3,21683
39,Male,Master,UI/UX Designer,8,29227
55,Male,Bachelor,Sales Executive,14,34981
37,Female,Bachelor,Network Engineer,11,35550
41,Male,Diploma,UI/UX Designer,5,30992
50,Other,High School,Research Analyst,13,37254
58,Male,Bachelor,Operations Manager,2,42818
43,Female,Bachelor,Research Analyst,21,50178
54,Female,Bachelor,Product Manager,6,54297
40,Male,PhD,UI/UX Designer,8,33075
24,Female,Bachelor,Civil Engineer,4,28831
51,Male,PhD,Network Engineer,9,36547
35,Female,Bachelor,IT Support Specialist,9,30418
53,Male,Bachelor,Project Manager,2,52782
41,Female,Master,Marketing Manager,16,43012
53,Other,Bachelor,Financial Analyst,9,35763
57,Male,Bachelor,Software Engineer,19,43204
24,Male,Bachelor,System Administrator,3,27453
35,Other,Bachelor,Content Writer,7,24930
24,Female,Master,Product Manager,2,52423
59,Female,Master,HR Manager,27,65154
27,Female,Bachelor,Content Writer,4,22789
52,Male,Bachelor,Financial Analyst,7,40099
27,Male,Master,Research Analyst,7,28870
43,Female,Bachelor,Teacher,16,36177
53,Other,Bachelor,Mechanical Engineer,8,29867
56,Female,Master,Research Analyst,2,26039
43,Female,Bachelor,Legal Advisor,12,45784
30,Female,Bachelor,Data Scientist,3,44200
54,Female,Bachelor,Civil Engineer,6,29988
45,Female,Master,Project Manager,10,63696
59,Male,Bachelor,Research Analyst,2,27933
39,Female,Bachelor,Accountant,6,30890
33,Female,Bachelor,IT Support Specialist,1,20601
44,Female,Bachelor,Accountant,10,38635
55,Female,Bachelor,HR Manager,19,61261
56,Male,Bachelor,Data Scientist,33,57236
38,Female,Bachelor,IT Support Specialist,1,21285
22,Female,Bachelor,Content Writer,0,18000
60,Male,Bachelor,Civil Engineer,0,25000
54,Female,Bachelor,Network Engineer,13,40504
44,Male,Master,Software Engineer,22,47219
59,Male,Bachelor,Research Analyst,26,63450
25,Male,Master,Product Manager,3,54338
47,Female,Bachelor,Business Analyst,12,37988
27,Male,Diploma,Teacher,0,20000
51,Female,Diploma,HR Manager,25,54945
46,Male,Master,Software Engineer,15,47905
45,Male,Diploma,System Administrator,22,44651
23,Male,Bachelor,Graphic Designer,1,20644
47,Male,Bachelor,Data Scientist,27,62846
21,Female,Master,Teacher,0,20000
54,Female,Bachelor,IT Support Specialist,10,31063
35,Male,Diploma,Network Engineer,0,25000
46,Female,Diploma,Business Analyst,23,47863
24,Female,Master,Accountant,4,27317
26,Male,Bachelor,Legal Advisor,6,38767
51,Male,Bachelor,UI/UX Designer,28,66405
57,Male,Bachelor,Product Manager,16,72492
53,Male,Master,System Administrator,26,44577
25,Female,High School,Product Manager,0,50000
53,Female,Bachelor,Teacher,13,30422
42,Male,Master,Accountant,4,30428
27,Female,Bachelor,System Administrator,5,30916
45,Female,Bachelor,Legal Advisor,8,40654
39,Female,Master,Teacher,10,32394
23,Female,Bachelor,Data Scientist,0,40000
45,Female,Master,Financial Analyst,4,35137
27,Female,Bachelor,Marketing Manager,2,31714
29,Male,Master,UI/UX Designer,7,31628
23,Male,Bachelor,HR Manager,1,35718
25,Male,Bachelor,Legal Advisor,0,30000
30,Male,Bachelor,Product Manager,1,51360
24,Male,Diploma,Financial Analyst,4,32594
47,Female,Bachelor,Accountant,16,33079
31,Male,PhD,Graphic Designer,2,21753
31,Female,PhD,Civil Engineer,3,28852
46,Male,Bachelor,Financial Analyst,23,50654
48,Male,Bachelor,Mechanical Engineer,18,50631
22,Female,Master,Data Scientist,1,41352
23,Female,Master,Customer Support,0,15000
48,Male,Bachelor,Content Writer,2,20443
44,Female,High School,Research Analyst,22,55258
34,Female,High School,Accountant,10,34746
57,Female,Bachelor,Product Manager,25,62521
48,Other,Bachelor,Marketing Manager,3,32693
51,Female,PhD,Legal Advisor,10,41148
46,Male,Diploma,System Administrator,9,37465
58,Male,Bachelor,Content Writer,31,39530
39,Male,Master,Sales Executive,13,35798
42,Female,Bachelor,UI/UX Designer,6,32276
44,Male,Bachelor,Research Analyst,10,32923
21,Male,High School,Marketing Manager,1,31239
34,Male,Diploma,Research Analyst,12,40789
27,Male,Diploma,Marketing Manager,0,30000
57,Male,Master,Content Writer,36,52811
27,Other,Master,Data Scientist,2,41757
58,Male,Diploma,Software Engineer,15,51756
47,Male,Diploma,Data Scientist,15,57213
24,Female,Bachelor,Mechanical Engineer,1,25530
55,Male,Master,HR Manager,22,52627
56,Female,Bachelor,Project Manager,19,59723
29,Female,Master,Sales Executive,6,27731
51,Female,Diploma,IT Support Specialist,4,24088
53,Male,Diploma,Content Writer,11,31221
56,Female,Master,HR Manager,15,50960
45,Male,Bachelor,Graphic Designer,21,34094
44,Male,Master,Sales Executive,10,32460
37,Female,Bachelor,Mechanical Engineer,12,39817
33,Female,Bachelor,Accountant,8,33474
49,Male,Master,Project Manager,22,75592
44,Female,Master,Accountant,17,39447
36,Male,Master,Network Engineer,2,27798
48,Male,Bachelor,Financial Analyst,14,37737
47,Female,Master,Sales Executive,3,22612
45,Other,Bachelor,Accountant,23,57049
37,Male,Master,Sales Executive,13,39140
41,Male,Bachelor,Financial Analyst,20,56304
60,Female,Master,Graphic Designer,19,35641
54,Female,Master,Financial Analyst,0,30000
36,Male,High School,Legal Advisor,8,34207
59,Female,Bachelor,Electrical Engineer,28,59719
57,Male,Diploma,Teacher,5,23423
54,Female,Bachelor,Content Writer,11,28018
58,Male,PhD,Business Analyst,11,45387
36,Male,Master,HR Manager,0,35000
22,Male,Master,Software Engineer,1,31426
27,Female,PhD,Business Analyst,1,31227
30,Female,Bachelor,Financial Analyst,0,30000
26,Female,Bachelor,Product Manager,2,51119
43,Female,Master,IT Support Specialist,8,31433
24,Male,Bachelor,Project Manager,0,50000
52,Male,Master,Content Writer,9,23645
50,Female,Bachelor,Graphic Designer,15,33347
30,Male,Bachelor,Operations Manager,4,42881
59,Male,Master,Business Analyst,24,48123
37,Male,Bachelor,Content Writer,1,19391
31,Male,Bachelor,Business Analyst,3,32666
58,Female,Master,Network Engineer,37,48974
52,Female,Master,Electrical Engineer,21,54372
40,Other,Bachelor,Content Writer,16,35264
26,Male,Diploma,Accountant,2,27969
41,Male,Bachelor,System Administrator,8,34950
26,Other,Bachelor,Network Engineer,0,25000
56,Male,Master,Graphic Designer,17,36569
36,Male,Bachelor,Civil Engineer,3,29180
52,Female,Bachelor,Business Analyst,24,54371
48,Male,Master,Research Analyst,4,27597
56,Female,Bachelor,Product Manager,25,63817
43,Male,Bachelor,Civil Engineer,4,28496
23,Other,Diploma,Software Engineer,3,33245
48,Female,Diploma,Mechanical Engineer,2,26092
33,Female,PhD,Teacher,4,23374
46,Female,Bachelor,IT Support Specialist,16,41815
21,Male,Bachelor,Business Analyst,0,30000
56,Male,Bachelor,Business Analyst,2,31449
47,Female,Bachelor,Financial Analyst,8,36421
47,Female,Master,Electrical Engineer,21,36422
36,Female,Bachelor,UI/UX Designer,12,31501
29,Female,Bachelor,Product Manager,9,58060
43,Male,PhD,Operations Manager,0,40000
28,Male,Master,Electrical Engineer,5,28433
55,Female,Bachelor,Project Manager,28,77138
47,Male,Bachelor,Legal Advisor,26,62089
46,Male,Master,Financial Analyst,11,43179
25,Female,Bachelor,Product Manager,1,50805
26,Female,Master,Operations Manager,5,45690
46,Male,Bachelor,Accountant,17,41935
50,Female,Master,Research Analyst,1,25685
25,Other,Bachelor,Graphic Designer,0,20000
22,Male,Master,Business Analyst,1,30966
54,Male,Bachelor,HR Manager,19,51472
42,Male,Diploma,System Administrator,8,32849
41,Male,Master,Software Engineer,5,35875
47,Male,Master,Operations Manager,6,48411
39,Male,Bachelor,Project Manager,14,57273
53,Male,Bachelor,HR Manager,25,65073
38,Male,Bachelor,Network Engineer,5,30285
34,Female,Master,Teacher,14,38083
51,Female,Bachelor,Product Manager,19,72187
47,Female,Bachelor,Product Manager,22,76300
27,Male,Bachelor,Network Engineer,4,29802
30,Male,High School,Accountant,6,28436
42,Male,Bachelor,Marketing Manager,17,54350
53,Male,Master,Network Engineer,3,26517
52,Female,Bachelor,Network Engineer,7,28863
40,Female,Bachelor,Project Manager,15,64259
60,Female,Bachelor,Data Scientist,20,55680
22,Male,Master,Accountant,0,25000
54,Male,Bachelor,Teacher,30,49391
36,Female,Master,Network Engineer,5,31762
23,Female,Master,Sales Executive,2,21410
47,Female,Bachelor,IT Support Specialist,2,22183
28,Male,Master,Teacher,0,20000
46,Female,Master,Product Manager,3,51593
45,Male,Master,Operations Manager,12,51651
59,Female,Bachelor,Content Writer,14,35002
24,Female,Bachelor,Graphic Designer,0,20000
44,Female,Bachelor,Financial Analyst,4,32658
29,Male,Master,Sales Executive,4,24258
32,Male,Bachelor,Software Engineer,3,31974
22,Male,PhD,Accountant,2,26403
50,Male,Bachelor,Legal Advisor,30,60804
34,Female,Bachelor,Business Analyst,8,36496
30,Other,Master,Operations Manager,0,40000
57,Male,Bachelor,Graphic Designer,4,23179
43,Male,Master,UI/UX Designer,21,56129
25,Male,Master,Graphic Designer,4,22834
57,Female,Bachelor,Teacher,12,36362
54,Male,Diploma,Sales Executive,2,21485
54,Female,Diploma,Civil Engineer,18,41042
52,Female,Master,Software Engineer,27,45660
57,Female,Master,Civil Engineer,31,65498
60,Male,Bachelor,Software Engineer,34,74496
56,Male,Master,Customer Support,11,21162
48,Male,Bachelor,Accountant,19,36760
58,Male,Bachelor,Research Analyst,24,42080
56,Female,Master,Legal Advisor,19,44005
29,Male,Bachelor,Network Engineer,0,25000
25,Female,Bachelor,Sales Executive,0,20000
59,Other,Bachelor,Graphic Designer,8,27778
58,Male,Master,Legal Advisor,5,34926
41,Male,Bachelor,Sales Executive,1,21310
29,Female,Diploma,Sales Executive,6,24147
22,Female,PhD,Civil Engineer,0,25000
57,Female,High School,Project Manager,37,70535
28,Male,High School,Data Scientist,3,43242
54,Female,Bachelor,Financial Analyst,5,37249
40,Male,Diploma,HR Manager,5,37815
51,Male,Diploma,Operations Manager,7,44191
28,Male,Bachelor,Content Writer,2,20775
58,Female,Master,Marketing Manager,34,65200
38,Male,Bachelor,Accountant,7,31135
46,Female,Bachelor,Business Analyst,26,48224
41,Female,Bachelor,Legal Advisor,12,40931
44,Other,PhD,IT Support Specialist,12,33668
25,Female,Bachelor,Customer Support,4,19459
58,Male,Bachelor,System Administrator,22,49594
59,Male,Bachelor,Marketing Manager,0,30000
57,Female,Bachelor,Business Analyst,29,66248
24,Male,Bachelor,Marketing Manager,0,30000
50,Female,Bachelor,Business Analyst,17,50346
47,Female,Master,Financial Analyst,17,55349
55,Female,Bachelor,Marketing Manager,18,47136
51,Female,Bachelor,Product Manager,20,63681
38,Male,Master,Legal Advisor,5,33656
43,Female,Diploma,Accountant,13,37210
